Alternatives,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
6610i,165.0,5.0,2014.0,5.0,256.0,16384.0,3072.0,8.0,8.0,4.0,2.0,320.0
3108,185.0,6.0,2014.0,6.0,256.0,65536.0,3072.0,13.0,5.0,4.0,2.0,500.0
7700,165.0,5.0,2014.0,5.0,32.0,8192.0,2048.0,13.0,5.0,4.0,2.0,200.0
7200,156.0,5.0,2014.0,5.0,32.0,16384.0,1024.0,8.0,2.0,4.0,2.0,100.0
6230,433.0,15.0,2015.0,9.0,32.0,8192.0,1024.0,5.0,2.0,4.0,2.0,180.0
3660,160.0,5.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,100.0
7600,160.0,5.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,180.0
3200,153.0,5.0,2014.0,4.0,32.0,4096.0,1024.0,5.0,2.0,4.0,2.0,130.0
2300,165.0,5.0,2014.0,5.0,32.0,16384.0,2048.0,13.0,5.0,4.0,2.0,260.0
6620,185.0,6.0,2014.0,6.0,256.0,16384.0,2048.0,13.0,5.0,4.0,2.0,340.0
6600,156.0,5.0,2014.0,5.0,32.0,16384.0,1024.0,8.0,2.0,4.0,2.0,130.0
3100,130.0,4.0,2014.0,5.0,64.0,16384.0,3072.0,13.0,5.0,4.0,2.0,290.0
7250i,162.0,5.0,2014.0,5.0,64.0,32768.0,2048.0,13.0,5.0,4.0,2.0,200.0
6108,140.0,4.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,5.0,4.0,2.0,200.0
6220,145.0,11.0,2014.0,4.0,32.0,8192.0,1024.0,5.0,1.0,4.0,2.0,110.0
N-Gage,160.0,5.0,2014.0,5.0,32.0,4096.0,1024.0,8.0,1.0,4.0,2.0,170.0
6800,124.0,4.0,2014.0,5.0,64.0,16384.0,2048.0,13.0,8.0,4.0,2.0,250.0
6100,115.0,6.0,2014.0,4.0,32.0,8192.0,1024.0,8.0,5.0,4.0,2.0,180.0
3650,115.0,6.0,2014.0,4.0,32.0,8192.0,1024.0,8.0,5.0,4.0,2.0,240.0
3530,115.0,6.0,2014.0,4.0,32.0,4096.0,1024.0,8.0,5.0,4.0,2.0,250.0
3510i,329.0,11.0,2014.0,8.0,32.0,8192.0,1024.0,5.0,1.0,4.0,2.0,300.0
6610,239.0,8.0,2014.0,7.0,32.0,16384.0,2048.0,13.0,5.0,4.0,2.0,350.0
6310i,202.0,7.0,2014.0,6.0,64.0,16384.0,2048.0,13.0,5.0,4.0,2.0,330.0
7650,162.0,5.0,2013.0,5.0,64.0,8192.0,2048.0,13.0,5.0,4.0,2.0,250.0
8910,140.0,4.0,2013.0,5.0,32.0,8192.0,2048.0,8.0,5.0,4.0,2.0,140.0
6510,150.0,5.0,2013.0,5.0,32.0,8192.0,1024.0,8.0,1.0,4.0,2.0,250.0
8310,138.0,4.0,2013.0,4.0,32.0,8192.0,2048.0,13.0,1.0,3.0,2.0,230.0
6310,155.0,5.0,2013.0,5.0,32.0,8192.0,2048.0,8.0,1.0,4.0,2.0,190.0
8890,120.0,4.0,2013.0,4.0,32.0,8192.0,2048.0,8.0,5.0,3.0,2.0,230.0
8850,140.0,4.0,2013.0,4.0,32.0,4096.0,1024.0,5.0,1.0,3.0,2.0,120.0
6210,145.0,11.0,2013.0,4.0,32.0,8192.0,1024.0,8.0,1.0,3.0,2.0,250.0
6150,198.0,6.0,2013.0,6.0,64.0,8192.0,2048.0,8.0,1.0,4.0,2.0,230.0
2110,145.0,11.0,2012.0,4.0,32.0,8192.0,2048.0,8.0,1.0,3.0,2.0,150.0
Shield,135.0,4.0,2012.0,4.0,32.0,4096.0,1024.0,8.0,1.0,3.0,2.0,150.0
XDA Argon,110.0,3.0,2012.0,4.0,32.0,4096.0,1024.0,8.0,1.0,3.0,2.0,170.0
Jet,580.0,1.0,2012.0,10.0,32.0,8192.0,2048.0,8.0,1.0,3.0,2.0,330.0
Ice,132.0,4.0,2012.0,4.0,32.0,8192.0,1024.0,8.0,1.0,3.0,2.0,350.0
XDA Atom Exec,132.0,4.0,2012.0,4.0,32.0,8192.0,1024.0,8.0,1.0,3.0,2.0,210.0
XDA Trion,150.0,5.0,2012.0,4.0,32.0,8192.0,1024.0,8.0,1.0,3.0,2.0,260.0
XDA Neo,130.0,4.0,2012.0,4.0,32.0,8192.0,1024.0,8.0,1.0,3.0,2.0,290.0
XDA Atom,130.0,4.0,2012.0,4.0,32.0,4096.0,1024.0,8.0,1.0,3.0,2.0,260.0
X2i,390.0,13.0,2011.0,7.0,32.0,8192.0,1024.0,5.0,1.0,2.0,2.0,150.0
X7,390.0,13.0,2011.0,7.0,32.0,8192.0,1024.0,5.0,1.0,2.0,2.0,160.0
Breakout,150.0,5.0,2016.0,5.0,32.0,16384.0,2048.0,8.0,2.0,4.0,2.0,170.0
Breeze III,384.0,13.0,2014.0,7.0,256.0,32768.0,2048.0,5.0,2.0,3.0,2.0,170.0
Vega Xpress IM-A720L,141.0,4.0,2013.0,4.0,32.0,16384.0,1024.0,8.0,2.0,4.0,2.0,180.0
P4000,138.0,4.0,2014.0,4.0,32.0,4096.0,1024.0,5.0,2.0,4.0,2.0,80.0
PG-6200,200.0,5.0,2013.0,5.0,32.0,4096.0,1024.0,8.0,2.0,2.0,2.0,160.0
Zum,200.0,5.0,2014.0,4.0,32.0,16384.0,2048.0,8.0,2.0,4.0,2.0,320.0
S309,187.0,6.0,2014.0,4.0,32.0,16384.0,2048.0,8.0,2.0,4.0,2.0,300.0
S616,168.0,5.0,2013.0,4.0,32.0,4096.0,1024.0,5.0,1.0,4.0,2.0,270.0
T3566,140.0,4.0,2017.0,4.0,32.0,8192.0,1024.0,5.0,5.0,4.0,2.0,6099.0
W7376,163.0,5.0,2017.0,5.0,128.0,32768.0,4096.0,13.0,8.0,4.0,2.0,250.0
X1560,148.0,5.0,2017.0,5.0,128.0,16384.0,2048.0,8.0,5.0,4.0,2.0,160.0
X125,153.0,5.0,2016.0,5.0,32.0,16384.0,3072.0,13.0,8.0,4.0,2.0,150.0
W626,142.0,1.0,2016.0,5.0,32.0,8192.0,2048.0,8.0,5.0,4.0,2.0,100.0
V726,133.0,4.0,2015.0,5.0,32.0,16384.0,3072.0,13.0,5.0,4.0,2.0,150.0
W725,128.0,4.0,2015.0,5.0,32.0,16384.0,2048.0,13.0,8.0,4.0,2.0,120.0
D613,135.0,4.0,2015.0,5.0,32.0,32768.0,2048.0,8.0,5.0,4.0,2.0,160.0
D612,152.0,5.0,2015.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,110.0
F515,160.0,5.0,2015.0,5.0,32.0,8192.0,1024.0,8.0,3.0,4.0,2.0,130.0
T910,174.0,6.0,2014.0,5.0,32.0,8192.0,1024.0,10.0,2.0,3.0,2.0,130.0
X703,160.0,5.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,100.0
X606,134.0,4.0,2014.0,5.0,32.0,8192.0,1024.0,8.0,5.0,4.0,2.0,110.0
X510,116.0,9.0,2014.0,4.0,32.0,16384.0,1024.0,13.0,3.0,4.0,2.0,150.0
C702,138.0,4.0,2014.0,4.0,32.0,8192.0,1024.0,8.0,2.0,4.0,2.0,100.0
V808,114.0,2.0,2014.0,4.0,32.0,4096.0,1024.0,8.0,3.0,4.0,2.0,180.0
Xenium 9@9q,475.0,5.0,2017.0,10.0,256.0,16384.0,3072.0,8.0,5.0,4.0,2.0,240.0
298,500.0,10.0,2017.0,10.0,256.0,16384.0,2048.0,5.0,2.0,4.0,2.0,140.0
X800,300.0,10.0,2017.0,8.0,256.0,16384.0,3072.0,8.0,5.0,4.0,2.0,190.0
M600,310.0,10.0,2017.0,8.0,256.0,16384.0,2048.0,5.0,2.0,4.0,2.0,100.0
Xenium 9@9v,329.0,11.0,2017.0,8.0,256.0,16384.0,3072.0,8.0,5.0,4.0,2.0,170.0
191,142.0,1.0,2016.0,5.0,32.0,16384.0,2048.0,8.0,2.0,4.0,2.0,130.0
Xenium 9@9j,142.0,1.0,2016.0,5.0,32.0,16384.0,1024.0,8.0,2.0,4.0,2.0,110.0
392,144.0,8.0,2016.0,4.0,32.0,8192.0,1024.0,5.0,2.0,4.0,2.0,80.0
Xenium 9@9u,146.0,5.0,2016.0,4.0,32.0,8192.0,1024.0,5.0,2.0,2.0,2.0,70.0
692,177.0,6.0,2016.0,5.0,256.0,32768.0,3072.0,13.0,5.0,4.0,2.0,240.0
699 Dual SIM,169.0,5.0,2016.0,5.0,256.0,32768.0,3072.0,16.0,8.0,4.0,2.0,250.0
892,145.0,11.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,8.0,4.0,2.0,170.0
399,140.0,4.0,2016.0,5.0,256.0,16384.0,2048.0,13.0,8.0,4.0,2.0,200.0
